relevent_val,qid,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,doc_id
0.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,1.2201749,11.77259379,7.87823686,11.0,4.85203026,0.11458333,0.11183194,28.30306459,9.34002375,24.80878473,0.45859844,49.96053653,2.93298712,21.8619,3.0847454,-3.95629,-4.0057,-3.99903,68581
0.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.22348398,2.7546817,0.88338289,10.0,5.19295685,0.06622517,0.06566282,28.30306459,9.34002375,24.80878473,0.24625319,38.35903392,2.14209363,18.8981,2.93906139,-4.12362,-4.16672,-4.16938,68599
0.0,1,3.0,2.07944154,0.3,0.28593054,37.33056511,11.43124125,37.29975005,1.23059387,15.52428944,9.07538493,7.0,3.17805383,0.09210526,0.08985998,28.30306459,9.34002375,24.80878473,0.38997946,33.58758472,2.78949772,18.4041,2.91257347,-4.66519,-4.57891,-4.77748,55237
0.0,1,2.0,1.38629436,0.18181818,0.17402275,37.33056511,11.43124125,37.29975005,0.63994289,8.43708018,4.18457814,5.0,2.89037176,0.04672897,0.04634049,28.30306459,9.34002375,24.80878473,0.15384009,16.97483966,1.16837467,11.7315,2.46227753,-5.16743,-4.99952,-5.10701,55242
0.0,1,1.0,0.69314718,0.1,0.09531018,37.33056511,11.43124125,37.29975005,0.32838785,3.88727484,1.76206336,5.0,2.89037176,0.05263158,0.05213947,28.30306459,9.34002375,24.80878473,0.2172523,21.48874013,1.94583489,14.8016,2.69473528,-4.85689,-4.73049,-4.93622,55849
0.0,1,1.0,0.69314718,0.07142857,0.06899287,37.33056511,11.43124125,37.29975005,0.17962039,2.7546817,0.7490468,8.0,3.68887945,0.05555556,0.0549387,28.30306459,9.34002375,24.80878473,0.16877656,25.10391805,1.32904912,11.1364,2.41021902,-5.2483,-4.99129,-5.17255,56579
0.0,1,2.0,1.38629436,0.15384615,0.14821594,37.33056511,11.43124125,37.29975005,0.62255535,9.53816159,4.67276166,2.0,1.38629436,0.03571429,0.03539915,28.30306459,9.34002375,24.80878473,0.16261884,9.49187059,1.50654446,13.8274,2.62665213,-4.86528,-4.82418,-4.93292,118951
1.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,5.0,3.17805383,0.23809524,0.23053183,28.30306459,9.34002375,24.80878473,0.86941114,20.41491462,5.2189908,24.2312,3.18764106,-3.7217,-3.63582,-3.62997,119284
0.0,1,1.0,0.69314718,0.125,0.11778304,37.33056511,11.43124125,37.29975005,0.29589963,2.7546817,1.08221876,1.0,0.69314718,0.00840336,0.00836825,28.30306459,9.34002375,24.80878473,0.03796345,4.60449909,0.35993663,3.18098,1.15718933,-9.49097,-9.22971,-9.60073,67332
2.0,1,3.0,2.07944154,0.25,0.24012812,37.33056511,11.43124125,37.29975005,1.07869504,15.65986863,8.4420072,6.0,3.17805383,0.04878049,0.04832414,28.30306459,9.34002375,24.80878473,0.17888297,23.07469814,1.25878619,15.3401,2.73047031,-4.82457,-4.72504,-4.86832,74031
0.0,1,2.0,1.38629436,0.18181818,0.17402275,37.33056511,11.43124125,37.29975005,0.66593578,8.87638874,4.5971957,7.0,3.98898405,0.06481481,0.06426407,28.30306459,9.34002375,24.80878473,0.28938318,32.59793908,2.73999817,21.7574,3.07995393,-4.01507,-4.058,-4.08251,68428
1.0,1,2.0,1.38629436,0.4,0.36464311,37.33056511,11.43124125,37.29975005,1.37464342,10.00898188,6.85433562,9.0,4.9698133,0.07377049,0.07314036,28.30306459,9.34002375,24.80878473,0.28697118,36.49271885,2.20361927,20.8838,3.03897374,-4.08102,-4.12673,-4.08848,64983
0.0,1,1.0,0.69314718,0.16666667,0.15415068,37.33056511,11.43124125,37.29975005,0.37782914,2.7546817,1.28138572,11.0,3.68887945,0.088,0.08598685,28.30306459,9.34002375,24.80878473,0.31329011,43.9328452,1.81566927,11.2967,2.42451065,-9.49097,-5.29034,-5.57773,75564
0.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.30261154,3.88727484,1.68377648,11.0,4.9698133,0.04761905,0.0472579,28.30306459,9.34002375,24.80878473,0.13842493,32.63539171,0.86527597,11.3752,2.43143555,-5.14604,-4.9225,-5.09414,121366
0.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,6.0,3.87120101,0.0326087,0.03249119,28.30306459,9.34002375,24.80878473,0.13219454,24.77239101,1.44490648,13.2982,2.58762869,-4.59131,-4.56627,-4.72773,79656
0.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.4424518,6.12170704,3.7138128,3.0,1.79175947,0.03797468,0.03758008,28.30306459,9.34002375,24.80878473,0.15966865,13.30965949,1.22825625,10.2132,2.323681,-9.49097,-5.38185,-5.65568,81936
0.0,1,1.0,0.69314718,0.11111111,0.10536052,37.33056511,11.43124125,37.29975005,0.26702703,2.7546817,1.00591864,1.0,0.69314718,0.00961538,0.00956945,28.30306459,9.34002375,24.80878473,0.05094094,5.43511726,0.72382796,3.18098,1.15718933,-9.49097,-9.22971,-9.60073,82929
1.0,1,2.0,1.38629436,0.14285714,0.13798574,37.33056511,11.43124125,37.29975005,0.58409736,9.53816159,4.54412322,16.0,5.52942909,0.14953271,0.14526706,28.30306459,9.34002375,24.80878473,0.53069583,64.67381447,2.76597938,19.8291,2.98715056,-4.4304,-4.35969,-4.37396,83022
0.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,6.0,2.48490665,0.04615385,0.0454032,28.30306459,9.34002375,24.80878473,0.13219524,17.92883948,0.60938618,3.18098,1.15718933,-9.49097,-5.5329,-9.60073,122480
2.0,1,3.0,2.07944154,0.375,0.35334911,37.33056511,11.43124125,37.29975005,1.46705857,15.22056007,9.1510821,8.0,4.68213123,0.14285714,0.14067311,28.30306459,9.34002375,24.80878473,0.50561951,30.20413463,3.27833632,26.3677,3.27213978,-3.55591,-3.5946,-3.40031,111457
0.0,1,2.0,1.38629436,0.13333333,0.12907704,37.33056511,11.43124125,37.29975005,0.4883071,8.40556845,3.6997574,4.0,2.07944154,0.01646091,0.01637687,28.30306459,9.34002375,24.80878473,0.07030941,17.58677136,0.70920066,8.62226,2.15434723,-9.49097,-5.31712,-5.74976,88690
0.0,1,3.0,2.07944154,0.33333333,0.31608155,37.33056511,11.43124125,37.29975005,1.27535853,14.55878722,8.41110415,13.0,4.78749174,0.07692308,0.07544912,28.30306459,9.34002375,24.80878473,0.31697326,59.37628552,2.06267273,17.6348,2.86987422,-4.76498,-4.61416,-4.77741,106259
2.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,0.92614213,8.43708018,4.91216543,9.0,5.08759634,0.09183673,0.0909632,28.30306459,9.34002375,24.80878473,0.32005678,32.55262147,2.3095544,22.3167,3.10533528,-3.86801,-3.93893,-3.78645,123373
2.0,1,1.0,0.69314718,0.125,0.11778304,37.33056511,11.43124125,37.29975005,0.29589963,2.7546817,1.08221876,13.0,5.25749537,0.0942029,0.09259525,28.30306459,9.34002375,24.80878473,0.37001875,55.80881589,2.72428369,18.6489,2.92578716,-4.55477,-4.45784,-4.51412,113161
0.0,1,1.0,0.69314718,0.25,0.22314355,37.33056511,11.43124125,37.29975005,0.92838797,6.12170704,4.70977473,9.0,4.27666612,0.11538462,0.11292764,28.30306459,9.34002375,24.80878473,0.47956714,41.54630682,3.39154692,22.0562,3.09359374,-4.00587,-4.00498,-3.97953,115124
1.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,0.92614213,8.43708018,4.91216543,13.0,5.88610403,0.07878788,0.07793917,28.30306459,9.34002375,24.80878473,0.26561727,45.58903582,1.96117455,19.8352,2.98745814,-4.12827,-4.16896,-4.14745,181006
0.0,1,2.0,1.38629436,0.33333333,0.30830136,37.33056511,11.43124125,37.29975005,0.87731823,6.64195654,3.48312655,11.0,4.49980967,0.07096774,0.07004847,28.30306459,9.34002375,24.80878473,0.23623485,38.5541784,1.62061183,15.1521,2.71813914,-4.79305,-4.67471,-4.69959,193991
1.0,1,3.0,2.07944154,0.27272727,0.26103413,37.33056511,11.43124125,37.29975005,0.94066372,12.29284329,5.85025438,10.0,5.25749537,0.06024096,0.05981009,28.30306459,9.34002375,24.80878473,0.2391001,41.09721794,1.93631489,20.4665,3.0187894,-4.13101,-4.16394,-4.16433,181959
0.0,1,2.0,1.38629436,0.16666667,0.16008542,37.33056511,11.43124125,37.29975005,0.69281567,10.00898188,5.24251919,8.0,4.09434456,0.0754717,0.07451289,28.30306459,9.34002375,24.80878473,0.32120235,36.26345877,2.64396746,19.8494,2.98817378,-4.21707,-4.17887,-4.26147,198601
1.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,6.0,3.87120101,0.04137931,0.04119036,28.30306459,9.34002375,24.80878473,0.13146839,19.32332649,1.02725499,12.6746,2.53959999,-4.57713,-4.61089,-4.68449,194892
0.0,1,2.0,1.38629436,0.22222222,0.21072103,37.33056511,11.43124125,37.29975005,0.78593371,8.87638874,4.91595876,9.0,4.09434456,0.06521739,0.06446832,28.30306459,9.34002375,24.80878473,0.27903592,40.9131984,2.48284464,17.0334,2.83517612,-4.95129,-4.71494,-4.72933,155756
2.0,1,2.0,1.38629436,0.10526316,0.10258659,37.33056511,11.43124125,37.29975005,0.41468332,8.87638874,3.78454459,0.0,0.0,0.0,0.0,28.30306459,9.34002375,24.80878473,0.0,0.0,0.0,3.18098,1.15718933,-9.49097,-9.22971,-9.60073,156875
0.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.22348398,2.7546817,0.88338289,7.0,3.4657359,0.05109489,0.05059575,28.30306459,9.34002375,24.80878473,0.25217766,36.36291847,2.54759922,17.8196,2.88029898,-4.57634,-4.46115,-4.65067,158176
2.0,1,3.0,2.07944154,0.3,0.28593054,37.33056511,11.43124125,37.29975005,1.28602936,16.18606228,9.46514517,13.0,5.12396398,0.08333333,0.08206828,28.30306459,9.34002375,24.80878473,0.38642292,65.36767011,3.24812283,25.2994,3.23078068,-3.50552,-3.6756,-3.65325,165240
0.0,1,1.0,0.69314718,0.07692308,0.07410797,37.33056511,11.43124125,37.29975005,0.19218821,2.7546817,0.78879865,7.0,3.87120101,0.04046243,0.04021419,28.30306459,9.34002375,24.80878473,0.18308159,32.74639293,2.01189724,15.5327,2.74294748,-4.68428,-4.53235,-4.68414,151080
1.0,1,2.0,1.38629436,0.5,0.4462871,37.33056511,11.43124125,37.29975005,1.80914341,11.77259379,8.98030986,5.0,2.89037176,0.14705882,0.14330436,28.30306459,9.34002375,24.80878473,0.5369495,20.26264541,3.053492,19.7732,2.98432749,-4.31418,-4.3262,-4.29468,165384
0.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,0.92614213,8.43708018,4.91216543,11.0,4.60517019,0.06748466,0.06672481,28.30306459,9.34002375,24.80878473,0.20371069,34.60853155,1.07871284,12.2421,2.50488083,-5.40475,-5.11439,-5.27978,140921
0.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,11.0,5.59842196,0.10784314,0.10647671,28.30306459,9.34002375,24.80878473,0.39469324,42.80320553,2.76426584,21.8788,3.08551813,-3.89048,-3.9563,-3.84965,141020
2.0,1,2.0,1.38629436,0.25,0.23556607,37.33056511,11.43124125,37.29975005,0.69192657,6.64195654,3.03248421,2.0,1.38629436,0.01626016,0.01619442,28.30306459,9.34002375,24.80878473,0.05571067,6.95298593,0.3949247,7.13049,1.96437996,-9.49097,-5.48824,-9.60073,167321
2.0,1,3.0,2.07944154,0.25,0.24012812,37.33056511,11.43124125,37.29975005,1.0065207,14.55878722,7.6798058,9.0,3.98898405,0.05921053,0.05850945,28.30306459,9.34002375,24.80878473,0.24166243,39.09969285,1.86267692,15.7611,2.75754488,-5.12031,-4.84397,-4.99781,167322
0.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,4.0,2.77258872,0.03053435,0.0304184,28.30306459,9.34002375,24.80878473,0.12558743,16.74557957,1.48698481,12.2088,2.502157,-4.7905,-4.69181,-4.93535,168622
2.0,1,2.0,1.38629436,0.25,0.23556607,37.33056511,11.43124125,37.29975005,0.93038989,9.53816159,5.54153096,2.0,1.38629436,0.07407407,0.07273529,28.30306459,9.34002375,24.80878473,0.24423144,7.03335044,1.43967154,14.7806,2.69331551,-4.56771,-4.58035,-4.63224,143085
2.0,1,1.0,0.69314718,0.11111111,0.10536052,37.33056511,11.43124125,37.29975005,0.3590158,3.88727484,1.85010575,2.0,1.38629436,0.02150538,0.02139058,28.30306459,9.34002375,24.80878473,0.06684219,6.3427263,0.47584345,7.38984,2.00010608,-9.49097,-5.47501,-9.60073,169990
2.0,1,3.0,2.07944154,0.6,0.54696467,37.33056511,11.43124125,37.29975005,2.13084866,15.65986863,10.90521468,16.0,6.64378973,0.32,0.30658942,28.30306459,9.34002375,24.80878473,1.0489656,63.44905231,4.90045267,28.9956,3.36714409,-3.22538,-3.243,-3.0847,143821
1.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,6.0,3.4657359,0.14285714,0.13958436,28.30306459,9.34002375,24.80878473,0.44203879,19.85746452,2.45653008,17.8787,2.88361006,-4.32231,-4.3137,-4.32314,173477
2.0,1,3.0,1.79175947,0.23076923,0.21720882,37.33056511,11.43124125,37.29975005,0.85580415,14.99809578,5.01867904,11.0,5.12396398,0.0990991,0.09740736,28.30306459,9.34002375,24.80878473,0.42156699,51.14272327,3.14661502,22.8791,3.13022383,-3.76186,-3.82782,-3.81841,174078
0.0,1,2.0,1.38629436,0.15384615,0.14821594,37.33056511,11.43124125,37.29975005,0.74850729,11.80410552,6.69199929,11.0,4.4308168,0.0859375,0.08448078,28.30306459,9.34002375,24.80878473,0.35305184,49.13797663,2.35693467,18.2676,2.905129,-4.84321,-4.63173,-4.70888,128568
1.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,10.0,4.60517019,0.05434783,0.05385255,28.30306459,9.34002375,24.80878473,0.17961232,34.15467001,1.14923739,12.5374,2.52871618,-5.11342,-4.92137,-5.09879,149478
0.0,1,1.0,0.69314718,0.16666667,0.15415068,37.33056511,11.43124125,37.29975005,0.70323835,6.12170704,4.30880292,14.0,6.22257627,0.25454545,0.24610517,28.30306459,9.34002375,24.80878473,0.89326098,57.57792416,4.68168658,27.0315,3.29700285,-3.41925,-3.4517,-3.28957,201684
0.0,1,1.0,0.69314718,0.16666667,0.15415068,37.33056511,11.43124125,37.29975005,0.66362282,5.65088675,3.87203287,0.0,0.0,0.0,0.0,28.30306459,9.34002375,24.80878473,0.0,0.0,0.0,3.18098,1.15718933,-5.23735,-5.51632,-5.51632,220424
0.0,1,2.0,1.38629436,0.4,0.36464311,37.33056511,11.43124125,37.29975005,1.33138779,9.53816159,6.41633433,9.0,3.33220451,0.12328767,0.11926231,28.30306459,9.34002375,24.80878473,0.36291642,29.09084794,1.63479792,11.6512,2.45540918,-5.23694,-5.11585,-5.25327,212750
0.0,1,3.0,2.07944154,0.3,0.28593054,37.33056511,11.43124125,37.29975005,1.25391187,15.65986863,8.9439563,7.0,3.87120101,0.07526882,0.07441667,28.30306459,9.34002375,24.80878473,0.31575456,30.98061072,2.6592374,21.8344,3.08348671,-4.05749,-4.03844,-4.00653,212900
0.0,1,3.0,2.07944154,0.375,0.35334911,37.33056511,11.43124125,37.29975005,1.49866146,15.65986863,9.56712501,16.0,6.06842559,0.23880597,0.22981462,28.30306459,9.34002375,24.80878473,0.82819334,66.5981966,3.94094755,23.2946,3.14822157,-3.99609,-3.99527,-3.85927,253186
0.0,1,1.0,0.69314718,0.2,0.18232156,37.33056511,11.43124125,37.29975005,0.79946088,6.12170704,4.48888035,8.0,3.68887945,0.17021277,0.16460684,28.30306459,9.34002375,24.80878473,0.64211232,34.79839962,3.73909262,20.1398,3.00269796,-4.30795,-4.30474,-4.37701,253187
0.0,1,4.0,2.77258872,0.44444444,0.42144206,37.33056511,11.43124125,37.29975005,1.76263482,20.20967397,11.88802613,5.0,2.30258509,0.06756757,0.06606675,28.30306459,9.34002375,24.80878473,0.31155776,25.73589128,2.21529738,20.4498,3.0179731,-4.27544,-4.26018,-4.29522,253188
0.0,1,3.0,2.07944154,0.6,0.54696467,37.33056511,11.43124125,37.29975005,2.13084866,15.65986863,10.90521468,7.0,3.40119738,0.1627907,0.15739938,28.30306459,9.34002375,24.80878473,0.52200201,24.67674668,2.83547845,19.7258,2.98192742,-4.29464,-4.2975,-4.21813,213099
0.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,1.03350167,9.53816159,5.78720288,8.0,4.27666612,0.08510638,0.08410512,28.30306459,9.34002375,24.80878473,0.34551545,34.11580775,2.87553634,21.5939,3.07241087,-4.04457,-4.02797,-3.96868,214934
0.0,1,3.0,2.07944154,0.1875,0.18187387,37.33056511,11.43124125,37.29975005,0.84391966,15.65986863,7.6655572,10.0,5.37527841,0.11764706,0.11615218,28.30306459,9.34002375,24.80878473,0.43003363,38.66608769,3.2004159,24.5885,3.20227885,-3.66887,-3.73793,-3.64384,216622
2.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,1.03350167,9.53816159,5.78720288,8.0,4.38202663,0.08988764,0.08865633,28.30306459,9.34002375,24.80878473,0.24930671,22.79978092,1.618876,18.6266,2.92459067,-4.0004,-4.07072,-4.00543,254422
0.0,1,1.0,0.69314718,0.1,0.09531018,37.33056511,11.43124125,37.29975005,0.44794248,5.65088675,3.37498918,7.0,3.87120101,0.04861111,0.0482535,28.30306459,9.34002375,24.80878473,0.16720662,24.74483601,1.23549966,14.1679,2.65097884,-4.92315,-4.79256,-4.87835,221863
0.0,1,3.0,2.07944154,0.6,0.54696467,37.33056511,11.43124125,37.29975005,2.13084866,15.65986863,10.90521468,25.0,7.60887063,0.18248175,0.17674552,28.30306459,9.34002375,24.80878473,0.62115302,99.03997403,3.32255447,24.3247,3.1914923,-3.64485,-3.71771,-3.54191,256564
2.0,1,0.0,0.0,0.0,0.0,37.33056511,11.43124125,37.29975005,0.0,0.0,0.0,16.0,7.138867,0.13445378,0.13232171,28.30306459,9.34002375,24.80878473,0.41125951,50.82405091,2.89681107,25.356,3.23301539,-3.16163,-3.36372,-3.15056,256570
0.0,1,2.0,1.38629436,0.28571429,0.26706279,37.33056511,11.43124125,37.29975005,1.03350167,9.53816159,5.78720288,13.0,5.95064255,0.14285714,0.14021738,28.30306459,9.34002375,24.80878473,0.43188144,41.44891334,2.53285813,21.833,3.08342259,-3.76668,-3.83962,-3.73058,223720
0.0,1,1.0,0.69314718,0.5,0.40546511,37.33056511,11.43124125,37.29975005,1.40139318,6.12170704,5.39840834,15.0,5.78074352,0.13392857,0.13082528,28.30306459,9.34002375,24.80878473,0.4941204,62.38917406,2.80407402,19.894,2.99041818,-4.40619,-4.35729,-4.23166,256571
0.0,1,3.0,1.79175947,0.375,0.34092659,37.33056511,11.43124125,37.29975005,1.17991491,14.11947866,5.37129268,4.0,2.19722458,0.01777778,0.01769923,28.30306459,9.34002375,24.80878473,0.08600291,19.77469428,0.92175179,10.893,2.38812038,-9.49097,-5.19034,-5.45234,225149
0.0,1,1.0,0.69314718,0.16666667,0.15415068,37.33056511,11.43124125,37.29975005,0.70323835,6.12170704,4.30880292,15.0,5.19295685,0.10869565,0.10643251,28.30306459,9.34002375,24.80878473,0.44021537,67.33076471,2.78408408,18.7105,2.92908486,-4.79367,-4.57568,-4.75352,229562
1.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.22348398,2.7546817,0.88338289,9.0,4.38202663,0.0483871,0.04800163,28.30306459,9.34002375,24.80878473,0.16530129,31.61497463,1.3767551,13.32,2.58926667,-4.85953,-4.70661,-4.92405,234002
2.0,1,3.0,2.07944154,0.6,0.54696467,37.33056511,11.43124125,37.29975005,2.09054726,15.22056007,10.48568824,6.0,3.87120101,0.07692308,0.07627391,28.30306459,9.34002375,24.80878473,0.28630338,23.18305937,2.18048215,22.1893,3.09961019,-3.89277,-3.94636,-3.9035,271065
0.0,1,2.0,1.38629436,0.15384615,0.14821594,37.33056511,11.43124125,37.29975005,0.79889597,12.76960773,7.6208608,6.0,2.77258872,0.06060606,0.05970593,28.30306459,9.34002375,24.80878473,0.30095839,32.15389593,2.7130742,16.5914,2.80888449,-5.11709,-4.86436,-5.2265,271256
1.0,1,2.0,1.38629436,0.16666667,0.16008542,37.33056511,11.43124125,37.29975005,0.59431684,8.43708018,4.05079006,5.0,2.89037176,0.04464286,0.0442881,28.30306459,9.34002375,24.80878473,0.13378959,15.42941599,0.78816916,10.1736,2.31979613,-5.4706,-5.27416,-5.50143,260646
1.0,1,1.0,0.69314718,0.09090909,0.08701138,37.33056511,11.43124125,37.29975005,0.4424518,6.12170704,3.7138128,6.0,3.58351894,0.07142857,0.07072991,28.30306459,9.34002375,24.80878473,0.24026696,20.92704712,1.66325072,16.4709,2.80159519,-4.63771,-4.60299,-4.57982,237344
0.0,1,1.0,0.69314718,0.11111111,0.10536052,37.33056511,11.43124125,37.29975005,0.55311219,6.64790069,4.43213301,6.0,3.17805383,0.03351955,0.03330315,28.30306459,9.34002375,24.80878473,0.15620637,28.78015019,1.75931608,14.602,2.68115851,-4.99454,-4.68833,-4.91403,260872
1.0,1,2.0,1.38629436,0.25,0.23556607,37.33056511,11.43124125,37.29975005,0.8641712,8.87638874,5.1078128,3.0,1.79175947,0.03333333,0.03302874,28.30306459,9.34002375,24.80878473,0.13013103,12.30392331,1.06887904,9.47462,2.24861664,-9.49097,-5.44562,-5.56035,240392
1.0,1,1.0,0.69314718,0.1,0.09531018,37.33056511,11.43124125,37.29975005,0.44995387,5.68239848,3.39315079,9.0,3.87120101,0.05921053,0.05846728,28.30306459,9.34002375,24.80878473,0.17675196,27.78748139,1.23364702,12.0571,2.4896537,-5.25619,-4.99031,-5.25512,240393
0.0,1,3.0,2.07944154,0.2,0.19361556,37.33056511,11.43124125,37.29975005,0.7187453,12.29284329,5.13871425,3.0,1.79175947,0.02830189,0.02808187,28.30306459,9.34002375,24.80878473,0.08941688,9.69694931,0.52564546,9.48694,2.24991612,-5.51022,-5.31041,-5.47387,262225
0.0,1,3.0,2.07944154,0.23076923,0.22232392,37.33056511,11.43124125,37.29975005,0.81643169,12.32435502,5.47953903,4.0,2.48490665,0.03361345,0.03340355,28.30306459,9.34002375,24.80878473,0.11183622,13.69118878,0.7252922,10.579,2.3588709,-5.47497,-5.2584,-5.41084,262536
0.0,1,5.0,3.4657359,0.5,0.4765509,37.33056511,11.43124125,37.29975005,2.0069242,25.06245102,14.21243747,38.0,9.75730504,0.23030303,0.22361112,28.30306459,9.34002375,24.80878473,0.85130438,158.07286999,5.07666752,31.2143,3.44087632,-3.28934,-3.33532,-3.17538,244338
